Time,Government Securities - 5-Year Bond Yield,Government Securities - 2-Year Bond Yield,Government Securities - 10-Year Bond Yield
2007-03-31,2.92,2.81,3.0566666666666666
2007-06-30,2.5566666666666666,2.353333333333333,2.8200000000000003
2007-09-30,2.6266666666666665,2.223333333333333,2.8666666666666667
2007-12-31,2.436666666666667,1.9533333333333331,2.766666666666667
2008-03-31,1.6233333333333333,1.1466666666666667,2.2933333333333334
2008-06-30,2.36,1.1533333333333333,3.1799999999999997
2008-09-30,2.1999999999999997,1.28,3.203333333333333
2008-12-31,1.6500000000000001,0.9866666666666667,2.43
2009-03-31,1.3,0.6733333333333333,2.0533333333333332
2009-06-30,1.36,0.51,2.4133333333333336
2009-09-30,1.3566666666666667,0.5233333333333333,2.4433333333333334
2009-12-31,1.3066666666666666,0.5833333333333334,2.56
2010-03-31,1.28,0.5866666666666667,2.686666666666667
2010-06-30,0.9166666666666666,0.4566666666666667,2.61
2010-09-30,0.7166666666666667,0.43,1.9866666666666666
2010-12-31,1.1566666666666665,0.45999999999999996,2.3266666666666667
2011-03-31,1.1666666666666667,0.45999999999999996,2.5500000000000003
2011-06-30,1.0766666666666667,0.45,2.37
2011-09-30,0.54,0.18000000000000002,1.76
2011-12-31,0.59,0.27666666666666667,1.6866666666666665
2012-03-31,0.5833333333333334,0.24333333333333332,1.5599999999999998
2012-06-30,0.5033333333333333,0.19666666666666666,1.54
2012-09-30,0.4166666666666667,0.23666666666666666,1.4166666666666667
2012-12-31,0.3666666666666667,0.2733333333333334,1.3133333333333335
2013-03-31,0.4366666666666667,0.24,1.4933333333333334
2013-06-30,0.8666666666666666,0.23666666666666666,1.8966666666666665
2013-09-30,0.96,0.3,2.4966666666666666
2013-12-31,0.7999999999999999,0.36000000000000004,2.3699999999999997
2014-03-31,1.5133333333333334,0.43333333333333335,2.47
2014-06-30,1.3133333333333332,0.41333333333333333,2.3266666666666667
2014-09-30,1.4133333333333333,0.5133333333333333,2.4
2014-12-31,1.5033333333333332,0.5499999999999999,2.2533333333333334
2015-03-31,1.6066666666666667,1.0599999999999998,2.1266666666666665
2015-06-30,1.7633333333333334,1.0,2.453333333333333
2015-09-30,2.07,1.1600000000000001,2.6733333333333333
2015-12-31,1.9033333333333333,1.1766666666666667,2.5233333333333334
2016-03-31,1.7299999999999998,0.9833333333333334,2.1266666666666665
2016-06-30,1.6366666666666667,1.04,2.0500000000000003
2016-09-30,1.3566666666666667,0.9066666666666666,1.7966666666666669
2016-12-31,1.6300000000000001,1.0966666666666667,2.22
2017-03-31,1.6933333333333334,1.28,2.2866666666666666
2017-06-30,1.5533333333333335,1.2133333333333332,2.1
2017-09-30,1.5833333333333333,1.3,2.1133333333333333
2017-12-31,1.6866666666666665,1.5199999999999998,2.0933333333333333
2018-03-31,1.9833333333333332,1.6933333333333334,2.2933333333333334
2018-06-30,2.2533333333333334,1.95,2.57
2018-09-30,2.1766666666666667,1.9166666666666667,2.4466666666666668
2018-12-31,2.106666666666667,1.9833333333333332,2.3000000000000003
2019-03-31,1.9966666666666668,1.9666666666666668,2.1599999999999997
2019-06-30,1.89,1.8366666666666667,2.0866666666666664
2019-09-30,1.7033333333333331,1.6766666666666665,1.8033333333333335
2019-12-31,1.6066666666666667,1.5533333333333335,1.7533333333333332
2020-03-31,1.2366666666666666,1.1566666666666665,1.4266666666666667
2020-06-30,0.5066666666666667,0.32,0.8766666666666666
2020-09-30,0.49666666666666665,0.26,0.9133333333333332
2020-12-31,0.48666666666666664,0.2733333333333334,0.8433333333333334
2021-03-31,0.71,0.4166666666666667,1.3566666666666667
2021-06-30,0.8466666666666667,0.4033333333333333,1.55
2021-09-30,0.8266666666666667,0.43999999999999995,1.4333333333333333
2021-12-31,1.3666666666666665,0.8766666666666666,1.7366666666666666
2022-03-31,1.8499999999999999,1.37,2.0033333333333334
2022-06-30,2.5666666666666664,2.276666666666667,2.7399999999999998
2022-09-30,3.0066666666666664,2.9066666666666663,3.0400000000000005
2022-12-31,3.016666666666667,3.1233333333333335,3.1966666666666668
