,Rental_Price,Time,District,RoomType
3071,2750.0,Q3 2015,Jurong West,Executive
3072,2050.0,Q3 2015,Kallang/ Whampoa,Room3
3073,2600.0,Q3 2015,Kallang/ Whampoa,Room4
3074,2900.0,Q3 2015,Kallang/ Whampoa,Room5
3076,2150.0,Q3 2015,Marine Parade,Room3
3077,2400.0,Q3 2015,Marine Parade,Room4
3081,2200.0,Q3 2015,Pasir Ris,Room4
3082,2400.0,Q3 2015,Pasir Ris,Room5
3083,2600.0,Q3 2015,Pasir Ris,Executive
3085,2000.0,Q3 2015,Punggol,Room4
3086,2200.0,Q3 2015,Punggol,Room5
3088,2200.0,Q3 2015,Queenstown,Room3
3089,2900.0,Q3 2015,Queenstown,Room4
3090,3200.0,Q3 2015,Queenstown,Room5
3093,2000.0,Q3 2015,Sembawang,Room4
3094,2100.0,Q3 2015,Sembawang,Room5
3095,2300.0,Q3 2015,Sembawang,Executive
3097,2100.0,Q3 2015,Sengkang,Room4
3098,2200.0,Q3 2015,Sengkang,Room5
3099,2400.0,Q3 2015,Sengkang,Executive
3100,2000.0,Q3 2015,Serangoon,Room3
3101,2500.0,Q3 2015,Serangoon,Room4
3102,2500.0,Q3 2015,Serangoon,Room5
3104,2000.0,Q3 2015,Tampines,Room3
3105,2330.0,Q3 2015,Tampines,Room4
3106,2500.0,Q3 2015,Tampines,Room5
3107,2700.0,Q3 2015,Tampines,Executive
3108,2000.0,Q3 2015,Toa Payoh,Room3
3109,2500.0,Q3 2015,Toa Payoh,Room4
3110,2980.0,Q3 2015,Toa Payoh,Room5
3112,1600.0,Q3 2015,Woodlands,Room3
3113,2000.0,Q3 2015,Woodlands,Room4
3114,2100.0,Q3 2015,Woodlands,Room5
3115,2350.0,Q3 2015,Woodlands,Executive
3116,1750.0,Q3 2015,Yishun,Room3
3117,2100.0,Q3 2015,Yishun,Room4
3118,2300.0,Q3 2015,Yishun,Room5
3119,2500.0,Q3 2015,Yishun,Executive
3120,1900.0,Q2 2015,Ang Mo Kio,Room3
3121,2400.0,Q2 2015,Ang Mo Kio,Room4
3122,2700.0,Q2 2015,Ang Mo Kio,Room5
3124,1950.0,Q2 2015,Bedok,Room3
3125,2300.0,Q2 2015,Bedok,Room4
3126,2500.0,Q2 2015,Bedok,Room5
3127,2700.0,Q2 2015,Bedok,Executive
3128,2100.0,Q2 2015,Bishan,Room3
3129,2500.0,Q2 2015,Bishan,Room4
3130,2800.0,Q2 2015,Bishan,Room5
3132,1900.0,Q2 2015,Bukit Batok,Room3
3133,2300.0,Q2 2015,Bukit Batok,Room4
3134,2400.0,Q2 2015,Bukit Batok,Room5
3135,2550.0,Q2 2015,Bukit Batok,Executive
3136,2200.0,Q2 2015,Bukit Merah,Room3
3137,2850.0,Q2 2015,Bukit Merah,Room4
3138,3180.0,Q2 2015,Bukit Merah,Room5
3140,1700.0,Q2 2015,Bukit Panjang,Room3
3141,1850.0,Q2 2015,Bukit Panjang,Room4
3142,2000.0,Q2 2015,Bukit Panjang,Room5
3143,2300.0,Q2 2015,Bukit Panjang,Executive
3148,2300.0,Q2 2015,Central,Room3
3149,3000.0,Q2 2015,Central,Room4
3150,3500.0,Q2 2015,Central,Room5
3153,2080.0,Q2 2015,Choa Chu Kang,Room4
3154,2200.0,Q2 2015,Choa Chu Kang,Room5
3155,2350.0,Q2 2015,Choa Chu Kang,Executive
3156,2100.0,Q2 2015,Clementi,Room3
3157,2600.0,Q2 2015,Clementi,Room4
3158,2830.0,Q2 2015,Clementi,Room5
3160,2000.0,Q2 2015,Geylang,Room3
3161,2500.0,Q2 2015,Geylang,Room4
3162,2750.0,Q2 2015,Geylang,Room5
3164,1800.0,Q2 2015,Hougang,Room3
3165,2200.0,Q2 2015,Hougang,Room4
3166,2400.0,Q2 2015,Hougang,Room5
3167,2700.0,Q2 2015,Hougang,Executive
3168,2000.0,Q2 2015,Jurong East,Room3
3169,2450.0,Q2 2015,Jurong East,Room4
3170,2600.0,Q2 2015,Jurong East,Room5
3171,2800.0,Q2 2015,Jurong East,Executive
3172,1850.0,Q2 2015,Jurong West,Room3
3173,2400.0,Q2 2015,Jurong West,Room4
3174,2600.0,Q2 2015,Jurong West,Room5
3175,2700.0,Q2 2015,Jurong West,Executive
3176,2100.0,Q2 2015,Kallang/ Whampoa,Room3
3177,2700.0,Q2 2015,Kallang/ Whampoa,Room4
3178,2850.0,Q2 2015,Kallang/ Whampoa,Room5
3180,2100.0,Q2 2015,Marine Parade,Room3
3181,2400.0,Q2 2015,Marine Parade,Room4
3185,2200.0,Q2 2015,Pasir Ris,Room4
3186,2400.0,Q2 2015,Pasir Ris,Room5
3187,2600.0,Q2 2015,Pasir Ris,Executive
3189,2100.0,Q2 2015,Punggol,Room4
3190,2200.0,Q2 2015,Punggol,Room5
3192,2200.0,Q2 2015,Queenstown,Room3
3193,2980.0,Q2 2015,Queenstown,Room4
3194,3100.0,Q2 2015,Queenstown,Room5
3197,2000.0,Q2 2015,Sembawang,Room4
3198,2200.0,Q2 2015,Sembawang,Room5
3199,2200.0,Q2 2015,Sembawang,Executive
3201,2200.0,Q2 2015,Sengkang,Room4
3202,2250.0,Q2 2015,Sengkang,Room5
3203,2400.0,Q2 2015,Sengkang,Executive
3204,2000.0,Q2 2015,Serangoon,Room3
3205,2420.0,Q2 2015,Serangoon,Room4
3206,2600.0,Q2 2015,Serangoon,Room5
3207,2900.0,Q2 2015,Serangoon,Executive
3208,2000.0,Q2 2015,Tampines,Room3
3209,2350.0,Q2 2015,Tampines,Room4
3210,2500.0,Q2 2015,Tampines,Room5
3211,2700.0,Q2 2015,Tampines,Executive
3212,2000.0,Q2 2015,Toa Payoh,Room3
3213,2550.0,Q2 2015,Toa Payoh,Room4
3214,2800.0,Q2 2015,Toa Payoh,Room5
3216,1600.0,Q2 2015,Woodlands,Room3
3217,2000.0,Q2 2015,Woodlands,Room4
3218,2100.0,Q2 2015,Woodlands,Room5
3219,2450.0,Q2 2015,Woodlands,Executive
3220,1800.0,Q2 2015,Yishun,Room3
3221,2100.0,Q2 2015,Yishun,Room4
3222,2300.0,Q2 2015,Yishun,Room5
3223,2500.0,Q2 2015,Yishun,Executive
3224,2000.0,Q1 2015,Ang Mo Kio,Room3
3225,2400.0,Q1 2015,Ang Mo Kio,Room4
3226,2700.0,Q1 2015,Ang Mo Kio,Room5
3228,2000.0,Q1 2015,Bedok,Room3
3229,2400.0,Q1 2015,Bedok,Room4
3230,2600.0,Q1 2015,Bedok,Room5
3232,2000.0,Q1 2015,Bishan,Room3
3233,2500.0,Q1 2015,Bishan,Room4
3234,2800.0,Q1 2015,Bishan,Room5
3236,1900.0,Q1 2015,Bukit Batok,Room3
3237,2200.0,Q1 2015,Bukit Batok,Room4
3238,2400.0,Q1 2015,Bukit Batok,Room5
3239,2650.0,Q1 2015,Bukit Batok,Executive
3240,2200.0,Q1 2015,Bukit Merah,Room3
3241,2800.0,Q1 2015,Bukit Merah,Room4
3242,3200.0,Q1 2015,Bukit Merah,Room5
3244,1680.0,Q1 2015,Bukit Panjang,Room3
3245,1900.0,Q1 2015,Bukit Panjang,Room4
3246,2100.0,Q1 2015,Bukit Panjang,Room5
3247,2250.0,Q1 2015,Bukit Panjang,Executive
3252,2350.0,Q1 2015,Central,Room3
3253,3000.0,Q1 2015,Central,Room4
3257,2020.0,Q1 2015,Choa Chu Kang,Room4
3258,2200.0,Q1 2015,Choa Chu Kang,Room5
3259,2400.0,Q1 2015,Choa Chu Kang,Executive
3260,2100.0,Q1 2015,Clementi,Room3
3261,2650.0,Q1 2015,Clementi,Room4
3262,2900.0,Q1 2015,Clementi,Room5
3264,2000.0,Q1 2015,Geylang,Room3
3265,2600.0,Q1 2015,Geylang,Room4
3266,2800.0,Q1 2015,Geylang,Room5
3268,1850.0,Q1 2015,Hougang,Room3
3269,2250.0,Q1 2015,Hougang,Room4
3270,2400.0,Q1 2015,Hougang,Room5
3271,2600.0,Q1 2015,Hougang,Executive
3272,2000.0,Q1 2015,Jurong East,Room3
3273,2400.0,Q1 2015,Jurong East,Room4
3274,2600.0,Q1 2015,Jurong East,Room5
3276,1900.0,Q1 2015,Jurong West,Room3
3277,2400.0,Q1 2015,Jurong West,Room4
3278,2600.0,Q1 2015,Jurong West,Room5
3279,2780.0,Q1 2015,Jurong West,Executive
3280,2000.0,Q1 2015,Kallang/ Whampoa,Room3
3281,2700.0,Q1 2015,Kallang/ Whampoa,Room4
3282,3000.0,Q1 2015,Kallang/ Whampoa,Room5
3284,2100.0,Q1 2015,Marine Parade,Room3
3285,2400.0,Q1 2015,Marine Parade,Room4
3289,2250.0,Q1 2015,Pasir Ris,Room4
3290,2500.0,Q1 2015,Pasir Ris,Room5
3291,2600.0,Q1 2015,Pasir Ris,Executive
3293,2100.0,Q1 2015,Punggol,Room4
3294,2200.0,Q1 2015,Punggol,Room5
3296,2200.0,Q1 2015,Queenstown,Room3
3297,2800.0,Q1 2015,Queenstown,Room4
3298,3200.0,Q1 2015,Queenstown,Room5
3301,2050.0,Q1 2015,Sembawang,Room4
3302,2230.0,Q1 2015,Sembawang,Room5
3303,2380.0,Q1 2015,Sembawang,Executive
3305,2200.0,Q1 2015,Sengkang,Room4
3306,2300.0,Q1 2015,Sengkang,Room5
3307,2500.0,Q1 2015,Sengkang,Executive
3308,2050.0,Q1 2015,Serangoon,Room3
3309,2400.0,Q1 2015,Serangoon,Room4
3310,2500.0,Q1 2015,Serangoon,Room5
3311,2800.0,Q1 2015,Serangoon,Executive
3312,2000.0,Q1 2015,Tampines,Room3
3313,2300.0,Q1 2015,Tampines,Room4
3314,2500.0,Q1 2015,Tampines,Room5
3315,2700.0,Q1 2015,Tampines,Executive
3316,2000.0,Q1 2015,Toa Payoh,Room3
3317,2600.0,Q1 2015,Toa Payoh,Room4
3318,2850.0,Q1 2015,Toa Payoh,Room5
3320,1600.0,Q1 2015,Woodlands,Room3
3321,2000.0,Q1 2015,Woodlands,Room4
3322,2200.0,Q1 2015,Woodlands,Room5
3323,2400.0,Q1 2015,Woodlands,Executive
3324,1800.0,Q1 2015,Yishun,Room3
3325,2100.0,Q1 2015,Yishun,Room4
3326,2400.0,Q1 2015,Yishun,Room5
3327,2500.0,Q1 2015,Yishun,Executive
3328,2000.0,Q4 2014,Ang Mo Kio,Room3
3329,2450.0,Q4 2014,Ang Mo Kio,Room4
3330,2800.0,Q4 2014,Ang Mo Kio,Room5
3332,2000.0,Q4 2014,Bedok,Room3
3333,2400.0,Q4 2014,Bedok,Room4
3334,2600.0,Q4 2014,Bedok,Room5
3335,2700.0,Q4 2014,Bedok,Executive
3336,2000.0,Q4 2014,Bishan,Room3
3337,2600.0,Q4 2014,Bishan,Room4
3338,2900.0,Q4 2014,Bishan,Room5
3340,1900.0,Q4 2014,Bukit Batok,Room3
3341,2300.0,Q4 2014,Bukit Batok,Room4
3342,2480.0,Q4 2014,Bukit Batok,Room5
3343,2700.0,Q4 2014,Bukit Batok,Executive
3344,2200.0,Q4 2014,Bukit Merah,Room3
3345,3000.0,Q4 2014,Bukit Merah,Room4
3346,3200.0,Q4 2014,Bukit Merah,Room5
3348,1700.0,Q4 2014,Bukit Panjang,Room3
3349,2000.0,Q4 2014,Bukit Panjang,Room4
3350,2150.0,Q4 2014,Bukit Panjang,Room5
3351,2300.0,Q4 2014,Bukit Panjang,Executive
3356,2400.0,Q4 2014,Central,Room3
3357,3000.0,Q4 2014,Central,Room4
3361,2150.0,Q4 2014,Choa Chu Kang,Room4
3362,2200.0,Q4 2014,Choa Chu Kang,Room5
3363,2450.0,Q4 2014,Choa Chu Kang,Executive
3364,2150.0,Q4 2014,Clementi,Room3
3365,2650.0,Q4 2014,Clementi,Room4
3366,2900.0,Q4 2014,Clementi,Room5
3368,2000.0,Q4 2014,Geylang,Room3
3369,2500.0,Q4 2014,Geylang,Room4
3370,2800.0,Q4 2014,Geylang,Room5
3372,1900.0,Q4 2014,Hougang,Room3
3373,2300.0,Q4 2014,Hougang,Room4
3374,2400.0,Q4 2014,Hougang,Room5
3375,2700.0,Q4 2014,Hougang,Executive
3376,2000.0,Q4 2014,Jurong East,Room3
3377,2500.0,Q4 2014,Jurong East,Room4
3378,2700.0,Q4 2014,Jurong East,Room5
3379,2850.0,Q4 2014,Jurong East,Executive
3380,1900.0,Q4 2014,Jurong West,Room3
3381,2500.0,Q4 2014,Jurong West,Room4
3382,2650.0,Q4 2014,Jurong West,Room5
3383,2800.0,Q4 2014,Jurong West,Executive
3384,2100.0,Q4 2014,Kallang/ Whampoa,Room3
3385,2700.0,Q4 2014,Kallang/ Whampoa,Room4
3386,2800.0,Q4 2014,Kallang/ Whampoa,Room5
3388,2100.0,Q4 2014,Marine Parade,Room3
3389,2600.0,Q4 2014,Marine Parade,Room4
3390,2800.0,Q4 2014,Marine Parade,Room5
3393,2300.0,Q4 2014,Pasir Ris,Room4
3394,2500.0,Q4 2014,Pasir Ris,Room5
3395,2650.0,Q4 2014,Pasir Ris,Executive
3397,2200.0,Q4 2014,Punggol,Room4
3398,2300.0,Q4 2014,Punggol,Room5
3400,2200.0,Q4 2014,Queenstown,Room3
3401,2900.0,Q4 2014,Queenstown,Room4
3402,3200.0,Q4 2014,Queenstown,Room5
3405,2100.0,Q4 2014,Sembawang,Room4
3406,2200.0,Q4 2014,Sembawang,Room5
3407,2400.0,Q4 2014,Sembawang,Executive
3409,2200.0,Q4 2014,Sengkang,Room4
3410,2300.0,Q4 2014,Sengkang,Room5
3411,2550.0,Q4 2014,Sengkang,Executive
3412,2000.0,Q4 2014,Serangoon,Room3
3413,2500.0,Q4 2014,Serangoon,Room4
3414,2700.0,Q4 2014,Serangoon,Room5
3415,2800.0,Q4 2014,Serangoon,Executive
3416,2000.0,Q4 2014,Tampines,Room3
3417,2400.0,Q4 2014,Tampines,Room4
3418,2500.0,Q4 2014,Tampines,Room5
3419,2700.0,Q4 2014,Tampines,Executive
3420,2100.0,Q4 2014,Toa Payoh,Room3
3421,2550.0,Q4 2014,Toa Payoh,Room4
3422,2800.0,Q4 2014,Toa Payoh,Room5
3424,1600.0,Q4 2014,Woodlands,Room3
3425,2090.0,Q4 2014,Woodlands,Room4
3426,2200.0,Q4 2014,Woodlands,Room5
3427,2500.0,Q4 2014,Woodlands,Executive
3428,1800.0,Q4 2014,Yishun,Room3
3429,2150.0,Q4 2014,Yishun,Room4
3430,2400.0,Q4 2014,Yishun,Room5
3431,2500.0,Q4 2014,Yishun,Executive
3432,2000.0,Q3 2014,Ang Mo Kio,Room3
3433,2400.0,Q3 2014,Ang Mo Kio,Room4
3434,2700.0,Q3 2014,Ang Mo Kio,Room5
3436,2000.0,Q3 2014,Bedok,Room3
3437,2400.0,Q3 2014,Bedok,Room4
3438,2600.0,Q3 2014,Bedok,Room5
3439,2900.0,Q3 2014,Bedok,Executive
3440,2100.0,Q3 2014,Bishan,Room3
3441,2600.0,Q3 2014,Bishan,Room4
3442,2900.0,Q3 2014,Bishan,Room5
3444,1900.0,Q3 2014,Bukit Batok,Room3
3445,2350.0,Q3 2014,Bukit Batok,Room4
3446,2500.0,Q3 2014,Bukit Batok,Room5
3447,2700.0,Q3 2014,Bukit Batok,Executive
3448,2200.0,Q3 2014,Bukit Merah,Room3
3449,2970.0,Q3 2014,Bukit Merah,Room4
3450,3300.0,Q3 2014,Bukit Merah,Room5
3452,1800.0,Q3 2014,Bukit Panjang,Room3
3453,2000.0,Q3 2014,Bukit Panjang,Room4
3454,2100.0,Q3 2014,Bukit Panjang,Room5
3455,2200.0,Q3 2014,Bukit Panjang,Executive
3460,2400.0,Q3 2014,Central,Room3
3461,3000.0,Q3 2014,Central,Room4
3465,2150.0,Q3 2014,Choa Chu Kang,Room4
3466,2300.0,Q3 2014,Choa Chu Kang,Room5
3467,2500.0,Q3 2014,Choa Chu Kang,Executive
3468,2200.0,Q3 2014,Clementi,Room3
3469,2800.0,Q3 2014,Clementi,Room4
3470,2880.0,Q3 2014,Clementi,Room5
3472,2100.0,Q3 2014,Geylang,Room3
3473,2500.0,Q3 2014,Geylang,Room4
3474,2800.0,Q3 2014,Geylang,Room5
3476,1900.0,Q3 2014,Hougang,Room3
3477,2300.0,Q3 2014,Hougang,Room4
3478,2500.0,Q3 2014,Hougang,Room5
3479,2800.0,Q3 2014,Hougang,Executive
3480,2000.0,Q3 2014,Jurong East,Room3
3481,2500.0,Q3 2014,Jurong East,Room4
3482,2700.0,Q3 2014,Jurong East,Room5
3483,2800.0,Q3 2014,Jurong East,Executive
3484,1900.0,Q3 2014,Jurong West,Room3
3485,2500.0,Q3 2014,Jurong West,Room4
3486,2600.0,Q3 2014,Jurong West,Room5
3487,2800.0,Q3 2014,Jurong West,Executive
3488,2100.0,Q3 2014,Kallang/ Whampoa,Room3
3489,2600.0,Q3 2014,Kallang/ Whampoa,Room4
3490,3000.0,Q3 2014,Kallang/ Whampoa,Room5
3492,2200.0,Q3 2014,Marine Parade,Room3
3493,2480.0,Q3 2014,Marine Parade,Room4
3497,2300.0,Q3 2014,Pasir Ris,Room4
3498,2500.0,Q3 2014,Pasir Ris,Room5
3499,2700.0,Q3 2014,Pasir Ris,Executive
3501,2200.0,Q3 2014,Punggol,Room4
3502,2300.0,Q3 2014,Punggol,Room5
3504,2200.0,Q3 2014,Queenstown,Room3
3505,3000.0,Q3 2014,Queenstown,Room4
3506,3230.0,Q3 2014,Queenstown,Room5
3509,2100.0,Q3 2014,Sembawang,Room4
3510,2300.0,Q3 2014,Sembawang,Room5
3511,2300.0,Q3 2014,Sembawang,Executive
3513,2200.0,Q3 2014,Sengkang,Room4
3514,2400.0,Q3 2014,Sengkang,Room5
3515,2500.0,Q3 2014,Sengkang,Executive
3516,2000.0,Q3 2014,Serangoon,Room3
3517,2500.0,Q3 2014,Serangoon,Room4
3518,2600.0,Q3 2014,Serangoon,Room5
3519,3000.0,Q3 2014,Serangoon,Executive
3520,2100.0,Q3 2014,Tampines,Room3
3521,2400.0,Q3 2014,Tampines,Room4
3522,2600.0,Q3 2014,Tampines,Room5
3523,2800.0,Q3 2014,Tampines,Executive
3524,2100.0,Q3 2014,Toa Payoh,Room3
3525,2630.0,Q3 2014,Toa Payoh,Room4
3526,2900.0,Q3 2014,Toa Payoh,Room5
3528,1650.0,Q3 2014,Woodlands,Room3
3529,2050.0,Q3 2014,Woodlands,Room4
3530,2250.0,Q3 2014,Woodlands,Room5
3531,2500.0,Q3 2014,Woodlands,Executive
3532,1800.0,Q3 2014,Yishun,Room3
3533,2200.0,Q3 2014,Yishun,Room4
3534,2350.0,Q3 2014,Yishun,Room5
3535,2600.0,Q3 2014,Yishun,Executive
3536,2000.0,Q2 2014,Ang Mo Kio,Room3
3537,2500.0,Q2 2014,Ang Mo Kio,Room4
3538,2800.0,Q2 2014,Ang Mo Kio,Room5
3540,2000.0,Q2 2014,Bedok,Room3
3541,2400.0,Q2 2014,Bedok,Room4
3542,2600.0,Q2 2014,Bedok,Room5
3544,2100.0,Q2 2014,Bishan,Room3
3545,2650.0,Q2 2014,Bishan,Room4
3546,3000.0,Q2 2014,Bishan,Room5
3548,1910.0,Q2 2014,Bukit Batok,Room3
3549,2400.0,Q2 2014,Bukit Batok,Room4
3550,2550.0,Q2 2014,Bukit Batok,Room5
3552,2250.0,Q2 2014,Bukit Merah,Room3
3553,2900.0,Q2 2014,Bukit Merah,Room4
3554,3300.0,Q2 2014,Bukit Merah,Room5
3556,1800.0,Q2 2014,Bukit Panjang,Room3
3557,2000.0,Q2 2014,Bukit Panjang,Room4
3558,2200.0,Q2 2014,Bukit Panjang,Room5
3559,2300.0,Q2 2014,Bukit Panjang,Executive
3564,2400.0,Q2 2014,Central,Room3
3565,2950.0,Q2 2014,Central,Room4
3569,2200.0,Q2 2014,Choa Chu Kang,Room4
3570,2300.0,Q2 2014,Choa Chu Kang,Room5
3571,2400.0,Q2 2014,Choa Chu Kang,Executive
3572,2200.0,Q2 2014,Clementi,Room3
3573,2700.0,Q2 2014,Clementi,Room4
3574,3000.0,Q2 2014,Clementi,Room5
3576,2000.0,Q2 2014,Geylang,Room3
3577,2600.0,Q2 2014,Geylang,Room4
3578,2800.0,Q2 2014,Geylang,Room5
3580,1900.0,Q2 2014,Hougang,Room3
3581,2300.0,Q2 2014,Hougang,Room4
3582,2500.0,Q2 2014,Hougang,Room5
3583,2700.0,Q2 2014,Hougang,Executive
3584,2000.0,Q2 2014,Jurong East,Room3
3585,2500.0,Q2 2014,Jurong East,Room4
3586,2700.0,Q2 2014,Jurong East,Room5
3587,2800.0,Q2 2014,Jurong East,Executive
3588,2000.0,Q2 2014,Jurong West,Room3
3589,2500.0,Q2 2014,Jurong West,Room4
3590,2650.0,Q2 2014,Jurong West,Room5
3591,2800.0,Q2 2014,Jurong West,Executive
3592,2100.0,Q2 2014,Kallang/ Whampoa,Room3
3593,2700.0,Q2 2014,Kallang/ Whampoa,Room4
3594,2930.0,Q2 2014,Kallang/ Whampoa,Room5
3596,2200.0,Q2 2014,Marine Parade,Room3
3597,2500.0,Q2 2014,Marine Parade,Room4
3601,2300.0,Q2 2014,Pasir Ris,Room4
3602,2500.0,Q2 2014,Pasir Ris,Room5
3603,2600.0,Q2 2014,Pasir Ris,Executive
3605,2200.0,Q2 2014,Punggol,Room4
3606,2350.0,Q2 2014,Punggol,Room5
3608,2250.0,Q2 2014,Queenstown,Room3
3609,3000.0,Q2 2014,Queenstown,Room4
3610,3200.0,Q2 2014,Queenstown,Room5
3613,2200.0,Q2 2014,Sembawang,Room4
3614,2250.0,Q2 2014,Sembawang,Room5
3615,2500.0,Q2 2014,Sembawang,Executive
3617,2250.0,Q2 2014,Sengkang,Room4
3618,2350.0,Q2 2014,Sengkang,Room5
3619,2600.0,Q2 2014,Sengkang,Executive
3620,2000.0,Q2 2014,Serangoon,Room3
3621,2550.0,Q2 2014,Serangoon,Room4
3622,2700.0,Q2 2014,Serangoon,Room5
3623,2850.0,Q2 2014,Serangoon,Executive
3624,2100.0,Q2 2014,Tampines,Room3
3625,2400.0,Q2 2014,Tampines,Room4
3626,2600.0,Q2 2014,Tampines,Room5
3627,2880.0,Q2 2014,Tampines,Executive
3628,2100.0,Q2 2014,Toa Payoh,Room3
3629,2700.0,Q2 2014,Toa Payoh,Room4
3630,2900.0,Q2 2014,Toa Payoh,Room5
3632,1700.0,Q2 2014,Woodlands,Room3
3633,2000.0,Q2 2014,Woodlands,Room4
3634,2200.0,Q2 2014,Woodlands,Room5
3635,2500.0,Q2 2014,Woodlands,Executive
3636,1800.0,Q2 2014,Yishun,Room3
3637,2200.0,Q2 2014,Yishun,Room4
3638,2400.0,Q2 2014,Yishun,Room5
3639,2500.0,Q2 2014,Yishun,Executive
3640,2000.0,Q1 2014,Ang Mo Kio,Room3
3641,2480.0,Q1 2014,Ang Mo Kio,Room4
3642,2700.0,Q1 2014,Ang Mo Kio,Room5
3644,2050.0,Q1 2014,Bedok,Room3
3645,2400.0,Q1 2014,Bedok,Room4
3646,2650.0,Q1 2014,Bedok,Room5
3647,2850.0,Q1 2014,Bedok,Executive
3648,2200.0,Q1 2014,Bishan,Room3
3649,2630.0,Q1 2014,Bishan,Room4
3650,2850.0,Q1 2014,Bishan,Room5
3652,1900.0,Q1 2014,Bukit Batok,Room3
3653,2300.0,Q1 2014,Bukit Batok,Room4
3654,2500.0,Q1 2014,Bukit Batok,Room5
3656,2210.0,Q1 2014,Bukit Merah,Room3
3657,2900.0,Q1 2014,Bukit Merah,Room4
3658,3300.0,Q1 2014,Bukit Merah,Room5
3661,2050.0,Q1 2014,Bukit Panjang,Room4
3662,2150.0,Q1 2014,Bukit Panjang,Room5
3663,2400.0,Q1 2014,Bukit Panjang,Executive
3668,2500.0,Q1 2014,Central,Room3
3669,2800.0,Q1 2014,Central,Room4
3673,2180.0,Q1 2014,Choa Chu Kang,Room4
3674,2300.0,Q1 2014,Choa Chu Kang,Room5
3675,2500.0,Q1 2014,Choa Chu Kang,Executive
3676,2200.0,Q1 2014,Clementi,Room3
3677,2750.0,Q1 2014,Clementi,Room4
3678,3000.0,Q1 2014,Clementi,Room5
3680,2050.0,Q1 2014,Geylang,Room3
3681,2600.0,Q1 2014,Geylang,Room4
3682,2850.0,Q1 2014,Geylang,Room5
3684,1980.0,Q1 2014,Hougang,Room3
3685,2300.0,Q1 2014,Hougang,Room4
3686,2450.0,Q1 2014,Hougang,Room5
3687,2800.0,Q1 2014,Hougang,Executive
3688,2000.0,Q1 2014,Jurong East,Room3
3689,2500.0,Q1 2014,Jurong East,Room4
3690,2630.0,Q1 2014,Jurong East,Room5
3692,1900.0,Q1 2014,Jurong West,Room3
3693,2400.0,Q1 2014,Jurong West,Room4
3694,2680.0,Q1 2014,Jurong West,Room5
3695,2800.0,Q1 2014,Jurong West,Executive
3696,2100.0,Q1 2014,Kallang/ Whampoa,Room3
3697,2800.0,Q1 2014,Kallang/ Whampoa,Room4
3698,2950.0,Q1 2014,Kallang/ Whampoa,Room5
3700,2250.0,Q1 2014,Marine Parade,Room3
3705,2400.0,Q1 2014,Pasir Ris,Room4
3706,2500.0,Q1 2014,Pasir Ris,Room5
3707,2800.0,Q1 2014,Pasir Ris,Executive
3709,2200.0,Q1 2014,Punggol,Room4
3710,2350.0,Q1 2014,Punggol,Room5
3712,2300.0,Q1 2014,Queenstown,Room3
3713,3000.0,Q1 2014,Queenstown,Room4
3714,3280.0,Q1 2014,Queenstown,Room5
3717,2150.0,Q1 2014,Sembawang,Room4
3718,2300.0,Q1 2014,Sembawang,Room5
3719,2400.0,Q1 2014,Sembawang,Executive
3721,2300.0,Q1 2014,Sengkang,Room4
3722,2400.0,Q1 2014,Sengkang,Room5
3723,2600.0,Q1 2014,Sengkang,Executive
3724,2100.0,Q1 2014,Serangoon,Room3
3725,2600.0,Q1 2014,Serangoon,Room4
3726,2600.0,Q1 2014,Serangoon,Room5
3727,2900.0,Q1 2014,Serangoon,Executive
3728,2150.0,Q1 2014,Tampines,Room3
3729,2450.0,Q1 2014,Tampines,Room4
3730,2640.0,Q1 2014,Tampines,Room5
3731,2800.0,Q1 2014,Tampines,Executive
3732,2200.0,Q1 2014,Toa Payoh,Room3
3733,2540.0,Q1 2014,Toa Payoh,Room4
3734,3000.0,Q1 2014,Toa Payoh,Room5
3736,1700.0,Q1 2014,Woodlands,Room3
3737,2100.0,Q1 2014,Woodlands,Room4
3738,2300.0,Q1 2014,Woodlands,Room5
3739,2600.0,Q1 2014,Woodlands,Executive
3740,1850.0,Q1 2014,Yishun,Room3
3741,2200.0,Q1 2014,Yishun,Room4
3742,2430.0,Q1 2014,Yishun,Room5
3743,2600.0,Q1 2014,Yishun,Executive
3744,2000.0,Q4 2013,Ang Mo Kio,Room3
3745,2550.0,Q4 2013,Ang Mo Kio,Room4
3746,2700.0,Q4 2013,Ang Mo Kio,Room5
3748,2100.0,Q4 2013,Bedok,Room3
3749,2450.0,Q4 2013,Bedok,Room4
3750,2800.0,Q4 2013,Bedok,Room5
3752,2200.0,Q4 2013,Bishan,Room3
3753,2630.0,Q4 2013,Bishan,Room4
3754,2800.0,Q4 2013,Bishan,Room5
3756,1960.0,Q4 2013,Bukit Batok,Room3
3757,2400.0,Q4 2013,Bukit Batok,Room4
3758,2600.0,Q4 2013,Bukit Batok,Room5
3760,2200.0,Q4 2013,Bukit Merah,Room3
3761,2900.0,Q4 2013,Bukit Merah,Room4
3762,3200.0,Q4 2013,Bukit Merah,Room5
3764,1800.0,Q4 2013,Bukit Panjang,Room3
3765,2000.0,Q4 2013,Bukit Panjang,Room4
3766,2200.0,Q4 2013,Bukit Panjang,Room5
3772,2450.0,Q4 2013,Central,Room3
3773,3000.0,Q4 2013,Central,Room4
3777,2200.0,Q4 2013,Choa Chu Kang,Room4
