,Rental_Price
4027,2200.0
1538,2400.0
249,1700.0
4624,1500.0
1570,2300.0
1661,2200.0
1195,2250.0
4706,1100.0
3918,1500.0
433,2400.0
201,2400.0
326,2000.0
1475,2100.0
2167,2100.0
580,2830.0
1024,2050.0
3300,2000.0
3455,2500.0
85,3300.0
281,2300.0
4540,1500.0
3862,1630.0
1165,2100.0
1546,1900.0
921,1800.0
2285,2800.0
3265,2800.0
2855,2500.0
377,2500.0
4128,1950.0
397,1800.0
1172,1900.0
4677,1600.0
3670,1700.0
4269,1630.0
2422,2500.0
98,2500.0
4660,1350.0
1909,2200.0
4570,1730.0
4215,1670.0
2837,2200.0
1200,2000.0
3264,2700.0
1385,2750.0
1199,1800.0
2145,1800.0
1760,2300.0
2990,1780.0
700,2100.0
2794,2300.0
278,2030.0
2764,2500.0
851,2750.0
3372,2100.0
509,1700.0
3092,3000.0
2047,1900.0
3620,2130.0
3440,2540.0
637,1700.0
627,2100.0
223,2600.0
3076,2230.0
3636,2200.0
1715,1990.0
2691,1900.0
3973,2300.0
468,2600.0
1367,1800.0
2051,2600.0
2023,1800.0
3344,2900.0
88,2800.0
2326,2100.0
3604,2530.0
2872,2850.0
4230,2000.0
1242,2030.0
1821,2500.0
4505,1900.0
4334,1700.0
3593,2500.0
1183,1800.0
3308,2800.0
2645,2100.0
3295,2300.0
1859,1750.0
253,3000.0
3899,1700.0
2587,2000.0
1201,1500.0
791,1950.0
638,1900.0
4497,1730.0
3574,2450.0
3553,2000.0
3710,1650.0
2049,2200.0
4244,2230.0
896,2200.0
347,2500.0
1947,1850.0
1280,1750.0
295,2000.0
418,2000.0
306,1650.0
4725,1500.0
3658,2300.0
211,2250.0
4140,1500.0
1489,2600.0
4120,1480.0
2918,2200.0
3983,2000.0
584,1900.0
3947,2150.0
3714,2000.0
3035,2500.0
1537,2300.0
2020,2000.0
2981,2500.0
1387,1700.0
2695,2200.0
4164,1800.0
3663,2000.0
4246,1700.0
2738,2100.0
2871,2600.0
3427,2950.0
582,2000.0
3960,2300.0
4671,1800.0
3175,2450.0
4765,1200.0
3182,2000.0
34,2500.0
1919,1900.0
600,2200.0
767,1900.0
1636,2750.0
4045,1800.0
2693,2500.0
680,2000.0
2916,2600.0
931,1800.0
3740,2200.0
3692,2500.0
4058,1400.0
2773,2400.0
4240,1550.0
2768,2600.0
4211,2000.0
4114,1700.0
1837,1800.0
1473,1800.0
4777,1540.0
179,2700.0
2369,2800.0
594,1800.0
3078,2000.0
4508,2000.0
3101,2350.0
3438,2000.0
1519,2200.0
1320,1900.0
3283,2080.0
3564,1700.0
1786,1650.0
2670,2100.0
4728,1400.0
2172,2650.0
3921,1800.0
3215,2150.0
2974,2200.0
3314,2950.0
4210,1580.0
4601,1600.0
1451,2000.0
1681,2000.0
3597,2200.0
2312,2500.0
1534,2300.0
696,2000.0
3334,2900.0
593,2380.0
447,1950.0
3471,2250.0
4762,1730.0
3760,1700.0
1785,2600.0
465,2450.0
41,3100.0
4184,1500.0
2456,2300.0
2629,2800.0
3757,1800.0
4537,1700.0
3462,1750.0
4108,2000.0
1411,2150.0
1870,2280.0
1805,1800.0
4696,1700.0
956,2100.0
3943,1900.0
2122,1600.0
3387,1900.0
3207,2180.0
3289,2800.0
1303,2700.0
142,2900.0
3059,2500.0
2606,2600.0
2332,2000.0
853,1900.0
2162,3000.0
3565,2200.0
16,2850.0
4658,1350.0
2725,2100.0
1770,1900.0
4302,1600.0
3081,2100.0
67,2400.0
1798,2700.0
2586,2700.0
1014,2000.0
408,2000.0
3712,2200.0
4630,1750.0
934,1900.0
3668,2300.0
3285,2530.0
1512,2000.0
3392,3200.0
4234,2170.0
395,2200.0
3964,1900.0
3096,2250.0
1432,1800.0
807,1900.0
456,2100.0
2331,2330.0
4090,1400.0
3073,2300.0
3941,2300.0
732,2800.0
3966,2100.0
315,2300.0
4654,1700.0
2463,2600.0
3793,1900.0
1674,1900.0
3406,1800.0
3433,2440.0
2766,2000.0
3906,1800.0
1940,1800.0
2476,1850.0
4279,1500.0
1828,2300.0
1028,2300.0
1711,2800.0
1212,1800.0
1244,2500.0
1588,2600.0
4587,1400.0
4268,1400.0
2112,2430.0
2929,2800.0
1904,2500.0
1023,1750.0
3782,2000.0
485,2400.0
2089,2600.0
494,1600.0
2920,2600.0
3677,1730.0
191,1930.0
3988,1800.0
405,2100.0
1748,1850.0
3419,2800.0
2226,2500.0
2865,2300.0
4284,1900.0
1630,2850.0
4195,1830.0
1164,2000.0
993,2200.0
4678,1500.0
87,2500.0
3500,2500.0
804,2300.0
4665,1900.0
1436,2000.0
367,3000.0
4233,1930.0
2807,2930.0
4282,1600.0
525,2000.0
2291,2300.0
858,1800.0
3,2300.0
1747,1800.0
3678,2200.0
2525,2500.0
1057,1800.0
242,2700.0
1802,1900.0
3848,1900.0
789,1550.0
1383,1900.0
4002,1800.0
3060,2650.0
134,2700.0
1576,1850.0
1610,2100.0
1617,2450.0
500,1900.0
2949,2900.0
4082,1900.0
2850,2200.0
2510,1600.0
1135,2030.0
3330,2800.0
4474,2050.0
3325,2100.0
3895,1700.0
1132,2500.0
3086,2900.0
3071,1700.0
3893,1700.0
731,2550.0
4159,1350.0
2279,2750.0
3956,2250.0
4612,1900.0
1978,2300.0
720,2400.0
868,1400.0
765,2300.0
3423,2600.0
4014,1450.0
2024,2300.0
3333,2500.0
4608,1000.0
1830,1850.0
1619,2100.0
117,2300.0
4648,1800.0
2685,2400.0
1230,2000.0
1270,2200.0
181,1950.0
1728,2000.0
241,2500.0
4760,1380.0
3827,2400.0
1648,2100.0
3533,2200.0
4066,1700.0
895,1900.0
4309,2150.0
404,1750.0
953,2030.0
1497,1800.0
1547,2500.0
4188,1800.0
3305,2600.0
1937,1930.0
3452,2500.0
3970,1600.0
4388,1300.0
3298,2200.0
4199,1400.0
2893,2300.0
2478,2600.0
2151,2750.0
1413,1900.0
877,2100.0
917,2300.0
1618,1700.0
2168,2300.0
2718,2500.0
766,1700.0
3652,2700.0
2195,2000.0
1874,2900.0
3612,1800.0
1246,1950.0
975,1980.0
2402,2400.0
870,1800.0
708,1800.0
4667,1300.0
284,2300.0
454,2050.0
4153,1700.0
466,1900.0
1961,2200.0
2952,2600.0
2539,3000.0
3002,2400.0
135,2800.0
2111,1900.0
52,3600.0
4293,1400.0
756,2200.0
1498,2100.0
4294,1750.0
3046,2600.0
3586,2280.0
752,2100.0
3929,1800.0
787,2300.0
3769,2300.0
999,1900.0
620,2000.0
86,2000.0
4162,2000.0
4642,1200.0
99,3000.0
2969,2250.0
988,1900.0
1842,2300.0
1965,2000.0
1552,2000.0
4019,1830.0
115,2800.0
462,1850.0
4394,1500.0
1869,2000.0
327,2670.0
1031,1700.0
320,2100.0
2568,2100.0
886,1600.0
2071,2500.0
2191,1900.0
4481,2000.0
229,1950.0
532,2700.0
4597,2000.0
769,1900.0
264,1900.0
1579,1800.0
2740,2300.0
2509,2800.0
1912,1900.0
4674,1200.0
373,2200.0
132,2400.0
70,2200.0
2308,2500.0
1970,1800.0
1840,1800.0
1972,2500.0
2244,3000.0
3935,1500.0
2,3150.0
1762,2050.0
775,1700.0
3852,1700.0
924,2100.0
757,2400.0
2678,2150.0
1395,2000.0
3512,1850.0
91,3450.0
4396,2000.0
3483,2150.0
1094,1900.0
873,1850.0
2008,1800.0
4751,1700.0
386,1800.0
4739,1600.0
4017,2200.0
4116,1800.0
294,2400.0
2647,2800.0
311,2100.0
3980,2100.0
3253,2100.0
3623,2100.0
195,2130.0
4542,1400.0
2318,2300.0
2579,2050.0
2996,2500.0
4442,2000.0
1141,1700.0
4631,1700.0
3994,1800.0
4479,1400.0
2521,2000.0
4536,1800.0
1015,1650.0
76,3150.0
3902,1800.0
193,2500.0
2211,2000.0
518,2300.0
707,2400.0
2816,3000.0
2414,2100.0
2177,2000.0
3441,2800.0
611,2000.0
4354,1800.0
1817,2050.0
269,2300.0
1160,1700.0
4500,1750.0
3196,2700.0
2156,2300.0
654,2000.0
3844,1610.0
1550,1700.0
2743,2500.0
3997,1650.0
1013,1900.0
3349,2800.0
1907,2250.0
2484,2400.0
546,2400.0
2466,2500.0
3180,2600.0
862,2000.0
2117,2350.0
3255,1930.0
4525,1430.0
1875,1550.0
3143,2700.0
3343,2500.0
1049,1900.0
1262,2800.0
2742,2400.0
2341,2400.0
737,2150.0
106,2200.0
2164,2100.0
1818,2300.0
565,1880.0
1761,1700.0
2220,1800.0
1745,2100.0
4191,1900.0
1621,1900.0
2608,1900.0
4688,1380.0
1616,2200.0
2978,2400.0
119,3200.0
1601,2000.0
2336,2400.0
796,1700.0
1607,1400.0
3681,2000.0
4511,2050.0
2432,2100.0
1729,2200.0
5,3000.0
2591,2000.0
1174,2250.0
1712,1550.0
2636,2700.0
1503,1850.0
4650,1500.0
84,2730.0
4431,1700.0
73,2900.0
3767,1700.0
259,2600.0
4702,1580.0
4518,1800.0
4130,1300.0
3653,3000.0
1569,2100.0
2455,2300.0
4243,2050.0
3600,2100.0
729,2150.0
3324,2600.0
1004,2000.0
698,2000.0
3022,2400.0
3104,2700.0
3945,1400.0
4182,1700.0
1294,1800.0
3258,2800.0
1751,2800.0
3820,2300.0
3047,2500.0
3492,2400.0
2136,2700.0
3535,1930.0
1396,1800.0
2496,2200.0
4775,1100.0
1496,2600.0
449,2000.0
1742,1800.0
4049,2000.0
1778,2400.0
4451,1400.0
470,1900.0
1527,2100.0
2034,2100.0
3178,2700.0
571,2400.0
4483,1900.0
3269,2150.0
2398,2050.0
3080,2800.0
2965,2600.0
12,2600.0
3992,2300.0
2347,2000.0
1179,2800.0
3275,2500.0
4181,1800.0
3585,1800.0
2724,2800.0
4593,2200.0
243,1900.0
4560,2200.0
4209,1600.0
597,2500.0
3748,2400.0
1365,2050.0
2991,2200.0
4156,1550.0
1812,1750.0
3878,1900.0
3188,1980.0
4186,2000.0
411,1680.0
2894,3000.0
2489,2200.0
4158,1800.0
4262,1300.0
3632,2100.0
58,3000.0
1523,2480.0
1386,1500.0
438,2450.0
2611,2700.0
237,2200.0
2065,2500.0
2197,2700.0
4036,2300.0
3017,2300.0
1198,1700.0
1757,2130.0
20,3850.0
3920,2100.0
3790,2100.0
940,1750.0
3450,2190.0
3666,2600.0
1059,2200.0
1361,2500.0
3630,2400.0
1428,1950.0
2961,2150.0
1669,2800.0
1517,1700.0
1070,2500.0
4121,1830.0
2032,2700.0
2729,2480.0
2578,2500.0
1944,2200.0
3041,2700.0
964,2550.0
1421,1850.0
610,2000.0
421,2000.0
3592,2000.0
29,3000.0
4331,1500.0
802,2400.0
3624,2200.0
3319,2500.0
186,2500.0
4063,1830.0
1228,1700.0
4360,2000.0
1949,2600.0
1481,2450.0
3801,2200.0
3572,2500.0
608,2100.0
2079,2950.0
996,1950.0
2719,2700.0
2325,2230.0
2488,2100.0
2903,2600.0
4439,1800.0
1357,2200.0
2321,2300.0
460,2300.0
2710,2100.0
2297,2600.0
4236,2000.0
298,2780.0
3436,2500.0
2803,2650.0
3804,2300.0
539,2230.0
3437,2470.0
1308,2100.0
951,1600.0
2895,3280.0
663,1890.0
2028,2500.0
3691,1900.0
362,2300.0
1561,1750.0
570,2200.0
3805,2600.0
4099,1330.0
1969,2800.0
2900,2400.0
2340,2300.0
2852,2850.0
3642,1800.0
779,1850.0
2772,1910.0
2706,2500.0
307,2100.0
2761,2350.0
987,1600.0
3293,1750.0
4283,1700.0
2955,2500.0
1678,2200.0
4531,1600.0
3420,2200.0
3926,1850.0
2878,2500.0
114,2600.0
3198,2300.0
1634,2000.0
2294,2100.0
2132,2600.0
703,2300.0
2462,2100.0
3880,2100.0
3598,2400.0
1587,1850.0
4613,1250.0
1502,1800.0
2915,2300.0
4563,1950.0
4595,1500.0
1934,1900.0
3922,2300.0
2720,2800.0
2410,3200.0
151,2100.0
3379,2400.0
763,2000.0
4420,1480.0
4004,1800.0
1368,2000.0
893,1550.0
2224,1830.0
3792,1600.0
2834,2900.0
1097,2800.0
318,2250.0
1737,2300.0
4329,1500.0
3214,2400.0
3013,3000.0
2982,2600.0
693,2700.0
1446,1550.0
4089,2250.0
2006,2450.0
3764,1700.0
2246,2100.0
691,2000.0
2874,2300.0
1410,2000.0
830,2250.0
2964,2200.0
1924,2350.0
3272,2600.0
313,2400.0
2925,2450.0
2110,2600.0
3768,2000.0
33,3000.0
3528,2300.0
3725,1800.0
4166,1350.0
413,2100.0
1567,2350.0
4419,1900.0
375,1900.0
3750,2100.0
202,2780.0
3640,2400.0
3753,1800.0
2074,2400.0
3696,2000.0
4672,1300.0
716,1900.0
2885,2800.0
1370,1700.0
1608,1800.0
1079,1600.0
2520,2700.0
3106,2000.0
2276,2800.0
4113,2400.0
3560,2700.0
548,2300.0
1803,2450.0
1584,2300.0
93,2550.0
1037,2150.0
1131,2300.0
516,1700.0
3809,2210.0
3519,1900.0
3282,2650.0
2610,2480.0
351,1800.0
3618,1700.0
4024,2100.0
31,2750.0
3510,2400.0
1779,1700.0
4692,1800.0
370,2300.0
1624,1600.0
3610,2500.0
4626,1500.0
3204,2200.0
475,2150.0
3254,2500.0
2730,2300.0
2320,2200.0
2908,2640.0
3898,2350.0
4426,1500.0
1442,1400.0
3352,2200.0
4526,2000.0
833,2250.0
391,2000.0
1824,2200.0
3975,2100.0
4663,1500.0
3480,1900.0
139,2850.0
4509,2100.0
4076,2200.0
3164,2800.0
1563,2550.0
2118,2500.0
3889,2200.0
8,3550.0
3088,2350.0
1558,1800.0
4741,1250.0
3910,2000.0
3153,2200.0
1152,2500.0
1458,2300.0
2934,2900.0
1006,2250.0
678,2300.0
1554,2580.0
2833,2700.0
4071,1400.0
1889,2400.0
1653,1700.0
4376,1500.0
4077,2400.0
4771,1000.0
432,2200.0
2963,2900.0
4173,1700.0
1483,1900.0
3113,1930.0
3006,2600.0
3262,1900.0
3318,2250.0
277,2700.0
1156,1650.0
2449,2200.0
3834,2150.0
1188,2200.0
1730,2400.0
4103,1940.0
2511,2000.0
816,2080.0
2035,2400.0
3841,1580.0
2072,2100.0
2714,2300.0
3362,2400.0
701,1800.0
1689,1900.0
687,2000.0
4502,1600.0
4575,1500.0
938,2200.0
1379,1600.0
4039,1800.0
3499,2250.0
3136,2500.0
4117,1700.0
2697,3300.0
559,2200.0
3422,2500.0
4454,1500.0
1311,1800.0
867,2600.0
4557,1750.0
661,2200.0
2704,2150.0
4330,1600.0
3735,2230.0
3290,2200.0
3931,2100.0
2641,2800.0
1424,2500.0
128,2500.0
3646,2150.0
1207,2300.0
3306,2000.0
973,1700.0
4486,1800.0
1780,2100.0
1317,2300.0
3847,1550.0
2433,2300.0
266,2400.0
3225,2600.0
2012,1900.0
4013,2000.0
2380,2100.0
3003,2700.0
4524,2000.0
560,2400.0
1145,2700.0
4238,1800.0
2253,2500.0
4029,2100.0
1205,1700.0
551,1880.0
4126,2000.0
103,2200.0
3854,2050.0
3110,2300.0
4545,1800.0
2096,2700.0
635,1950.0
4716,1200.0
3954,1900.0
2170,2300.0
3085,2600.0
933,2100.0
4149,2430.0
4512,1300.0
1150,1800.0
3342,2030.0
879,1700.0
3212,2730.0
1121,2000.0
1756,1900.0
1479,1800.0
3662,2400.0
3040,2650.0
4319,1700.0
3682,2200.0
4123,1550.0
2040,1550.0
4616,2000.0
1052,1950.0
4390,1800.0
4708,1600.0
723,2200.0
3276,2200.0
2815,2250.0
962,1800.0
4333,1460.0
1505,2600.0
1888,1800.0
963,2250.0
824,1750.0
4264,1650.0
1130,1800.0
2474,2600.0
4007,1900.0
2827,2850.0
4625,1800.0
3465,2000.0
2765,2800.0
4015,1700.0
2077,2000.0
2701,2200.0
1137,1900.0
170,2300.0
1680,1700.0
2800,2800.0
143,2930.0
3707,1800.0
1626,2100.0
3474,2220.0
4258,1200.0
969,1900.0
1743,2150.0
2679,2400.0
219,2350.0
1525,1700.0
2560,2000.0
2549,1850.0
4472,1700.0
1455,2300.0
2655,3200.0
2073,2200.0
4553,2000.0
2762,2600.0
1975,2200.0
1288,2100.0
3590,2500.0
2373,1900.0
4312,1550.0
3312,2600.0
1664,2300.0
2910,2200.0
4040,1900.0
2377,2000.0
1580,2200.0
4591,1480.0
1857,2100.0
2254,2800.0
3341,2800.0
3270,2600.0
3058,2400.0
2674,2090.0
2973,3200.0
145,2800.0
3817,2000.0
4287,1400.0
3350,2300.0
3685,2200.0
4704,1250.0
2832,2100.0
2317,2000.0
4301,1900.0
1941,2200.0
3354,3300.0
4281,1600.0
2388,2400.0
4450,1980.0
118,2900.0
285,2300.0
1319,1600.0
2667,2400.0
834,2500.0
2360,2700.0
2384,2500.0
3832,1800.0
786,1840.0
2763,2000.0
3317,2100.0
688,2200.0
1914,2600.0
3479,2800.0
3669,2700.0
2810,2300.0
448,2000.0
4590,1650.0
2029,2680.0
2362,2500.0
709,2350.0
2166,2000.0
846,2200.0
165,2450.0
2795,2500.0
2358,2300.0
2298,2850.0
434,2500.0
1008,1900.0
3933,2100.0
3121,2700.0
3567,2600.0
2316,2800.0
3614,2350.0
390,1800.0
2451,3180.0
4189,1900.0
399,2400.0
961,2500.0
2567,2600.0
2445,1900.0
4290,1600.0
1804,2730.0
1883,2000.0
2643,2700.0
4252,1800.0
728,2050.0
2673,1600.0
1452,2400.0
1189,2300.0
446,2300.0
1325,2250.0
3544,1700.0
1476,1890.0
2454,2000.0
419,2000.0
528,1800.0
2787,2200.0
4241,1700.0
2662,2000.0
4239,1860.0
2951,2350.0
3382,2300.0
4295,1800.0
992,2000.0
3277,2900.0
4259,1500.0
943,2400.0
890,1900.0
2732,2700.0
2880,1900.0
4406,1900.0
3395,2200.0
2134,1900.0
1593,1800.0
1806,2400.0
4131,1600.0
322,2650.0
3872,2000.0
4655,1600.0
979,1850.0
1707,2200.0
976,2200.0
549,2650.0
1285,2000.0
2339,1950.0
3807,2300.0
1225,2000.0
3706,2300.0
4507,1850.0
2382,2800.0
108,2500.0
1750,2600.0
596,2330.0
519,2300.0
3005,2100.0
1102,1880.0
3237,2830.0
483,2400.0
3635,1700.0
2683,2700.0
1553,2100.0
4579,1600.0
3213,2000.0
2635,2500.0
3360,2600.0
2286,3100.0
3745,1800.0
4491,1700.0
1880,2680.0
1465,2500.0
986,2500.0
4327,1800.0
192,2400.0
2202,2100.0
2616,2000.0
2735,2200.0
279,2300.0
4651,1600.0
3491,2000.0
4288,1650.0
2142,2400.0
271,1800.0
3509,2200.0
3963,1790.0
1289,2330.0
2420,2000.0
4368,1700.0
982,2400.0
2124,1980.0
1072,1900.0
849,1900.0
2192,2300.0
2030,2000.0
1283,1550.0
3311,2550.0
573,2600.0
1987,2700.0
1265,2000.0
2922,2550.0
2696,2970.0
1400,2300.0
4646,1350.0
2664,2700.0
3766,2530.0
270,2500.0
1856,1900.0
2831,2880.0
471,2000.0
4606,1150.0
1344,2800.0
4627,1800.0
3507,2080.0
2736,3000.0
2626,2900.0
2983,2100.0
3414,2350.0
79,3000.0
1434,2300.0
2367,2600.0
272,2200.0
274,2510.0
1306,1800.0
3421,2300.0
4533,2370.0
2712,2800.0
2357,1950.0
2019,1600.0
1093,1900.0
2390,2000.0
3457,2200.0
4513,1700.0
2809,2500.0
795,2000.0
3982,1700.0
1136,2280.0
1783,1800.0
682,2400.0
3274,2300.0
4075,1600.0
3695,1950.0
4492,1750.0
1439,1800.0
1472,2750.0
1054,2800.0
4154,1800.0
875,2100.0
3538,1750.0
4102,1500.0
2715,2500.0
1443,1700.0
21,2800.0
2943,2500.0
65,2800.0
2091,2200.0
4482,1550.0
15,2700.0
2459,2080.0
864,2300.0
3089,2500.0
3224,2300.0
250,2100.0
2464,2830.0
912,2000.0
958,1700.0
1133,1600.0
1291,2000.0
1287,1700.0
4729,1200.0
1663,2100.0
1521,1800.0
174,2050.0
1406,1700.0
3190,2600.0
3648,2500.0
2857,2900.0
2480,2100.0
1749,1900.0
925,2250.0
3643,2400.0
4032,2100.0
3149,2150.0
4286,1800.0
1723,2700.0
605,1850.0
4067,2000.0
3736,1900.0
3824,1750.0
3912,1500.0
978,1800.0
2290,2100.0
1356,2000.0
2452,1700.0
2760,2200.0
4514,1800.0
4436,1800.0
107,2600.0
4490,2000.0
2457,3000.0
4222,1400.0
4594,1200.0
1954,2000.0
3159,2000.0
2993,2500.0
2699,2000.0
1323,1680.0
3135,2380.0
2239,2500.0
3418,2500.0
798,2350.0
3473,2100.0
2001,1900.0
3304,2400.0
2527,1900.0
1504,1850.0
4081,1800.0
4689,1600.0
625,2500.0
3169,2970.0
4212,2350.0
2659,2200.0
575,1600.0
2775,2250.0
2059,1800.0
3778,2600.0
2215,2600.0
2540,2020.0
4456,2170.0
2562,3000.0
2219,2800.0
2365,2250.0
4298,1900.0
521,2500.0
821,1880.0
3716,2440.0
4175,1920.0
2967,2600.0
4000,1300.0
1118,2100.0
4724,1200.0
64,2500.0
4697,1600.0
1341,2000.0
3810,2400.0
1979,2400.0
859,2200.0
1034,1600.0
371,1830.0
1433,2200.0
1733,2300.0
296,2300.0
3244,2100.0
1632,1700.0
903,2600.0
4065,1500.0
3482,1800.0
2838,2500.0
4292,1850.0
2751,2800.0
464,2300.0
14,3800.0
2057,2250.0
1858,2350.0
1391,2500.0
1871,2430.0
3595,1630.0
4611,1400.0
232,2400.0
3665,2450.0
1560,2500.0
1985,1950.0
1412,2300.0
4659,1800.0
1679,2580.0
1962,2750.0
1606,2600.0
4732,1750.0
2092,2400.0
1253,2100.0
2042,1900.0
4085,1800.0
4493,2000.0
673,2000.0
2950,1950.0
1401,2500.0
1012,1800.0
4733,1150.0
4371,1700.0
3338,1800.0
648,2300.0
4219,1900.0
435,1800.0
1211,2400.0
2937,2000.0
1020,2100.0
751,1750.0
1453,1700.0
616,2000.0
4409,2100.0
1232,2300.0
3860,2200.0
1790,1950.0
3783,1950.0
686,1880.0
4534,1600.0
740,1880.0
839,1850.0
636,2200.0
4356,1900.0
3278,2200.0
598,1700.0
1155,2400.0
255,2050.0
1721,1800.0
2494,2200.0
4227,1850.0
2873,1980.0
3703,1600.0
1335,2100.0
3152,1900.0
474,2000.0
2840,2200.0
1480,2250.0
3946,1850.0
3228,2500.0
3655,2200.0
517,2050.0
1149,2050.0
2529,2400.0
1995,2000.0
1333,2500.0
1407,2000.0
1369,2010.0
2203,2750.0
3840,2200.0
3167,2500.0
3221,2900.0
3459,1750.0
3989,2000.0
3521,2800.0
4359,1900.0
4757,1600.0
4423,2100.0
173,3050.0
2590,1600.0
689,2300.0
772,1800.0
2630,1900.0
4183,1850.0
443,2200.0
2847,2400.0
27,3400.0
3430,2400.0
4764,1500.0
2209,2300.0
2458,3500.0
2004,1830.0
523,1850.0
2543,2100.0
1036,2000.0
3443,2500.0
1591,1900.0
348,1800.0
2216,2830.0
1327,1600.0
2744,2000.0
595,2100.0
949,1800.0
227,2400.0
3007,3000.0
2709,2880.0
3094,1850.0
1450,1700.0
2299,1900.0
1313,1800.0
4005,2400.0
4382,1500.0
2417,2000.0
2194,2800.0
1109,2000.0
1986,2500.0
3686,2600.0
4170,1530.0
2804,2800.0
3202,2300.0
4180,1600.0
2283,2600.0
4317,1600.0
3223,2100.0
473,1700.0
2021,2130.0
4644,1700.0
13,3500.0
1913,2000.0
3853,1950.0
3087,2000.0
4444,1600.0
1628,1900.0
3587,2680.0
1340,1900.0
562,2100.0
4136,1800.0
1541,2500.0
3126,2700.0
1459,2550.0
2044,2250.0
3435,1950.0
4647,1600.0
2045,3100.0
3554,2400.0
3405,2200.0
2087,2330.0
2371,1600.0
3287,2500.0
3137,2700.0
530,2050.0
2237,2100.0
2078,2700.0
1832,2600.0
3578,2000.0
2278,2500.0
1582,2000.0
1091,2300.0
2053,2500.0
2363,2800.0
3296,2500.0
4592,1900.0
2985,2600.0
2255,1900.0
4256,1500.0
4369,1600.0
1585,1800.0
1190,1700.0
3602,1850.0
3246,2400.0
102,3500.0
3950,2100.0
4721,1150.0
662,2700.0
3273,2700.0
4501,1900.0
4632,1780.0
4155,1980.0
3934,2400.0
1105,1800.0
3072,2200.0
3939,1810.0
3967,1580.0
1258,1800.0
1532,1700.0
806,1600.0
3647,2300.0
2477,2400.0
725,2250.0
2397,2750.0
2734,2300.0
3517,2450.0
1260,1900.0
2387,2200.0
2631,2300.0
2875,2450.0
2777,3300.0
3497,2100.0
2102,2000.0
3015,1800.0
392,2200.0
3524,2200.0
441,2600.0
3038,1900.0
1735,1700.0
4635,1600.0
2858,3300.0
2523,2600.0
3197,2980.0
4752,1300.0
3111,2500.0
424,1810.0
727,1650.0
1920,1950.0
777,2000.0
47,3300.0
2342,2600.0
1066,2400.0
2213,2230.0
2551,2400.0
350,2400.0
131,2450.0
3127,2350.0
3531,2600.0
4643,1500.0
2199,2200.0
4163,1400.0
261,2000.0
3850,2400.0
2627,2000.0
4429,2200.0
2988,2700.0
4060,1850.0
4257,1900.0
2381,2700.0
2994,1900.0
428,2030.0
101,3100.0
2435,1900.0
3547,2300.0
2813,2200.0
512,2300.0
1510,1800.0
3845,2200.0
2665,2800.0
4618,1950.0
3991,1980.0
1203,2000.0
401,1900.0
3971,1850.0
2596,2400.0
2446,2300.0
57,2550.0
2649,2500.0
159,2600.0
2846,2050.0
3495,2400.0
887,1900.0
4480,1800.0
344,1800.0
4192,1300.0
3009,2400.0
994,2500.0
4773,1400.0
4043,2200.0
3288,2650.0
317,1900.0
736,2200.0
4352,1400.0
2957,2000.0
3690,2500.0
2820,2500.0
3206,3200.0
4410,1550.0
2845,2700.0
1240,2250.0
3697,2300.0
717,2000.0
385,2600.0
966,1900.0
3676,2300.0
1376,1850.0
655,2600.0
3415,2450.0
11,3200.0
4266,1700.0
2705,2300.0
156,2650.0
2876,2800.0
3746,2100.0
4464,1780.0
2812,2600.0
2394,1800.0
1853,1900.0
1602,2200.0
4398,2300.0
712,1900.0
4522,1400.0
3359,2500.0
3962,1700.0
3442,1980.0
2499,2000.0
2648,2300.0
3951,2500.0
3806,2000.0
4691,1750.0
472,2300.0
3445,1700.0
3487,2200.0
2475,2800.0
4263,1550.0
324,2100.0
283,2200.0
4399,1500.0
4278,2250.0
2703,3000.0
2127,3000.0
1113,2300.0
4035,1650.0
382,2500.0
2131,2000.0
4011,1500.0
838,2200.0
540,1850.0
1652,2300.0
4249,1900.0
2928,2630.0
2436,2400.0
1781,2250.0
3243,3200.0
1831,2000.0
3886,2550.0
2140,2500.0
3170,3300.0
4737,1120.0
906,2500.0
4740,1200.0
1898,2600.0
604,2700.0
581,1800.0
1100,2000.0
1881,1580.0
2249,2100.0
553,2200.0
1095,1900.0
954,2100.0
4494,2200.0
3116,1900.0
2248,2000.0
4523,1700.0
2345,2780.0
1168,2400.0
1702,1900.0
2378,2150.0
2003,2180.0
843,2050.0
4402,2300.0
2100,2330.0
644,1800.0
2681,2000.0
2364,1800.0
785,2400.0
4340,1600.0
2904,2600.0
2460,2200.0
2260,2600.0
3119,2800.0
1699,2100.0
1218,2200.0
945,2200.0
1247,2100.0
4576,2100.0
1245,1600.0
3504,1930.0
1948,2300.0
4723,1500.0
3816,1900.0
4683,1450.0
3284,2550.0
672,1750.0
17,3000.0
3881,2300.0
4250,1500.0
1767,2600.0
2658,2400.0
1586,1800.0
2063,1850.0
2930,1960.0
1468,1650.0
1902,2500.0
2502,2900.0
2272,2600.0
4190,1550.0
2125,2030.0
3944,2000.0
2938,2200.0
4539,2000.0
4320,1800.0
3571,2000.0
4484,1990.0
3857,2000.0
4586,1700.0
297,2540.0
3375,1800.0
1375,2200.0
3672,2200.0
169,1700.0
3488,2400.0
1275,2400.0
4506,1500.0
2887,2250.0
1,2900.0
2161,2800.0
2447,2400.0
1302,2500.0
2687,2900.0
2545,2900.0
3032,2500.0
2429,2100.0
3752,2500.0
3811,1950.0
2733,2200.0
437,2350.0
